brand,model,trans.,fuel,millage,disp.,year
Volkswagen,Touran,Automatic,Petrol,92000,1400,2014
Toyota,Axio,Automatic,Petrol,87000,1500,2015
Nissan,Teana,Automatic,Petrol,74000,2490,2014
Honda,Accord,Automatic,Petrol,123000,2000,2013
Toyota,Alphard,Automatic,Petrol,65070,2400,2013
Toyota,Hiace,Automatic,Petrol,150000,2000,2013
Mazda,Demio,Automatic,Petrol,129000,1300,2015
Toyota,Premio,Automatic,Petrol,90000,1800,2009
Mazda,Demio,Automatic,Petrol,72000,1300,2013
Nissan,Advan,Automatic,Petrol,46000,1500,2013
Toyota,Allion,Automatic,Petrol,101200,1800,2009
Toyota,Voxy,Automatic,Petrol,164994,2000,2010
Toyota,Land cruiser,Automatic,Petrol,129000,3955,2010
Subaru,Forester,Automatic,Petrol,56000,2000,2013
Toyota,Rush,Automatic,Petrol,51999,1500,2014
Mazda,Demio,Automatic,Petrol,77000,1300,2013
Nissan,X-trail,Automatic,Petrol,11000,2400,2011
Bmw,X1,Automatic,Petrol,123000,2000,2010
Bmw,320i,Automatic,Petrol,146800,1990,2008
Subaru,Outback,Automatic,Petrol,110000,2500,2011
Subaru,Legacy,Automatic,Petrol,112000,2500,2012
Volkswagen,Passat,Automatic,Petrol,57000,1400,2014
Mazda,Cx-5,Automatic,Diesel,50000,2200,2013
Mercedes-benz,B180,Automatic,Petrol,50000,1600,2014
Toyota,Land cruiser,Automatic,Petrol,110000,2700,2011
Toyota,Hiace,Automatic,Diesel,102000,3000,2013
Toyota,Premio,Automatic,Petrol,31000,1500,2013
Toyota,Mark x,Automatic,Petrol,50000,2500,2013
Toyota,Hiace,Automatic,Petrol,73000,2000,2013
Toyota,Hilux,Manual,Diesel,75000,2500,2011
Subaru,Legacy,Automatic,Diesel,112000,2500,2012
Nissan,Juke,Automatic,Petrol,116300,1490,2012
Toyota,Hilux,Manual,Diesel,92388,2494,2013
Toyota,Harrier,Automatic,Petrol,146864,2000,2008
Toyota,Rush,Automatic,Petrol,102466,1495,2006
Nissan,Serena,Automatic,Petrol,155000,2000,2014
Mazda,Biante,Automatic,Petrol,65000,2000,2013
Toyota,Hiace,Automatic,Petrol,192000,2000,2012
Bmw,320i,Automatic,Petrol,61000,2000,2012
Mitsubishi,Outlander,Automatic,Petrol,125674,2400,2008
Toyota,Alphard,Automatic,Petrol,48000,2400,2013
Mercedes-benz,C200,Automatic,Petrol,59000,1800,2012
Nissan,Note,Automatic,Petrol,55463,1200,2014
Mitsubishi,Outlander,Automatic,Petrol,96000,2000,2009
Mercedes-benz,Sprinter,Manual,Diesel,176000,2100,2007
Toyota,Fielder,Automatic,Petrol,185576,1500,2007
Mitsubishi,Pajero,Automatic,Diesel,150000,3200,2004
Mercedes-benz,E250,Automatic,Petrol,53000,2500,2013
Mercedes-benz,E350,Automatic,Petrol,65000,3500,2013
Bmw,320i,Automatic,Petrol,76542,2000,2013
Toyota,Hilux,Manual,Diesel,187000,3000,2006
Subaru,Outback,Automatic,Petrol,88000,3600,2012
Mazda,Bongo,Manual,Petrol,158000,1800,2013
Toyota,Hilux,Manual,Diesel,185000,2982,2010
Mercedes-benz,C200,Automatic,Petrol,11450,2000,2014
Mercedes-benz,C200,Automatic,Petrol,80000,1796,2012
Toyota,Hiace,Automatic,Petrol,86544,2000,2013
Mercedes-benz,E250,Automatic,Petrol,53913,1790,2011
Toyota,Rav4,Automatic,Petrol,92000,2400,2008
Toyota,Land cruiser prado,Automatic,Petrol,112700,2690,2010
Mazda,Demio,Automatic,Petrol,104000,1300,2011
Toyota,Voxy,Automatic,Petrol,128000,1800,2012
Mitsubishi,Delica,Automatic,Petrol,57654,1200,2013
Toyota,Allion,Automatic,Petrol,107390,1760,2008
Nissan,Skyline,Automatic,Petrol,91000,2500,2012
Toyota,Hiace,Automatic,Petrol,78000,2000,2013
Toyota,Voxy,Automatic,Petrol,85607,2000,2007
Toyota,Land cruiser,Automatic,Petrol,140000,2700,2007
Toyota,Corolla,Automatic,Petrol,162000,1500,2006
Nissan,Advan,Automatic,Petrol,80000,1300,2013
Toyota,Harrier,Automatic,Petrol,55000,2360,2012
Nissan,March,Automatic,Petrol,16000,1000,2014
Nissan,Navara,Automatic,Diesel,125000,2500,2007
Mercedes-benz,E250,Automatic,Petrol,34000,1800,2012
Toyota,Land cruiser prado,Automatic,Petrol,141600,3400,2003
Nissan,Tiida,Automatic,Petrol,78000,1200,2015
Subaru,Forester,Automatic,Petrol,127000,2000,2014
Suzuki,Escudo,Automatic,Petrol,170000,2400,2012
Nissan,Murano,Automatic,Petrol,129214,2500,2012
Bmw,523i,Automatic,Petrol,77000,3000,2013
Toyota,Harrier,Automatic,Petrol,87000,2000,2014
Mitsubishi,Outlander,Automatic,Petrol,71000,2400,2014
Bmw,116i,Automatic,Petrol,80000,1600,2014
Nissan,X-trail,Automatic,Petrol,87000,2000,2014
Subaru,Forester,Automatic,Petrol,85000,2000,2014
Mercedes-benz,E300,Automatic,Petrol,56000,3500,2012
Nissan,X-trail,Automatic,Petrol,121000,2000,2014
Nissan,Hardbody,Manual,Diesel,95000,3200,2013
Toyota,Harrier,Automatic,Petrol,92000,2000,2014
Nissan,X-trail,Automatic,Petrol,78000,2000,2014
Volkswagen,Polo,Automatic,Petrol,76479,1400,2014
Nissan,X-trail,Automatic,Petrol,71000,2000,2014
Nissan,X-trail,Automatic,Petrol,98000,2000,2014
Nissan,Juke,Automatic,Petrol,78964,1600,2013
Nissan,X-trail,Automatic,Petrol,75000,2000,2014
Toyota,Harrier,Automatic,Petrol,82000,2000,2014
Bmw,X6,Automatic,Petrol,95000,3000,2009
Subaru,Forester,Automatic,Petrol,98000,2000,2014
Toyota,Harrier,Automatic,Petrol,86000,2000,2014
Nissan,X-trail,Automatic,Petrol,70500,1990,2014
Toyota,Ractis,Automatic,Petrol,91273,1300,2015
Toyota,Axio,Automatic,Petrol,70000,1500,2015
Land rover,Discovery,Automatic,Diesel,29603,2720,2009
Toyota,Sienta,Automatic,Petrol,83000,1500,2014
Subaru,Forester,Automatic,Petrol,75000,2000,2014
Land rover,Defender,Manual,Diesel,50000,2400,2010
Bmw,X3,Automatic,Diesel,70000,2000,2014
Nissan,X-trail,Automatic,Petrol,69356,2480,2007
Mazda,Atenza,Automatic,Petrol,68000,1500,2009
Toyota,Fortuner,Automatic,Diesel,121000,2700,2011
Mitsubishi,Rvr,Automatic,Petrol,80000,1800,2014
Toyota,Allion,Automatic,Petrol,80000,1800,2013
Toyota,Hilux,Automatic,Diesel,138000,3000,2014
Toyota,Succeed,Automatic,Petrol,110975,1500,2015
Subaru,Forester,Automatic,Petrol,74400,2000,2014
Toyota,Vitz,Automatic,Petrol,100000,1300,2014
Mercedes-benz,C180,Automatic,Petrol,100000,1800,2009
Subaru,Legacy,Automatic,Petrol,122393,1990,2009
Toyota,Harrier,Automatic,Petrol,114000,2000,2014
Mazda,Cx-5,Automatic,Petrol,81000,2000,2014
Toyota,Isis,Automatic,Petrol,116000,1800,2013
Toyota,Harrier,Automatic,Petrol,48592,1986,2014
Toyota,Ist,Automatic,Petrol,70000,1500,2014
Bmw,X3,Automatic,Petrol,71000,2000,2014
Nissan,X-trail,Automatic,Petrol,66000,2000,2014
Mazda,Cx-5,Automatic,Petrol,90000,2000,2014
Toyota,Rush,Automatic,Petrol,85000,1500,2011
Honda,Cr-v,Automatic,Petrol,80000,2000,2013
Volkswagen,Polo,Automatic,Petrol,101000,1400,2008
Subaru,Forester,Automatic,Petrol,88000,2000,2014
Nissan,X-trail,Automatic,Petrol,76000,2000,2014
Mazda,Cx-5,Automatic,Diesel,127290,2200,2014
Toyota,Rush,Automatic,Petrol,22189,1500,2014
Toyota,Wish,Automatic,Petrol,99800,1800,2014
Toyota,Rav4,Automatic,Petrol,59000,2500,2014
Toyota,Auris,Automatic,Petrol,63000,1500,2014
Mazda,Cx-5,Automatic,Diesel,50000,2200,2014
Mazda,Cx-5,Automatic,Diesel,89000,2198,2014
Nissan,X-trail,Automatic,Petrol,76543,2000,2015
Subaru,Outback,Automatic,Petrol,88000,3600,2013
Nissan,Note,Automatic,Petrol,106751,1300,2011
Toyota,Fortuner,Automatic,Petrol,151000,2700,2005
Nissan,Teana,Automatic,Petrol,200000,2300,2007
Nissan,Juke,Automatic,Petrol,78964,1500,2014
Nissan,Sylphy,Automatic,Petrol,94356,1800,2014
Toyota,Fielder,Automatic,Petrol,94000,1500,2013
Toyota,Wish,Automatic,Petrol,71000,1800,2014
Toyota,Auris,Automatic,Petrol,85000,1500,2015
Toyota,Harrier,Automatic,Petrol,62000,2000,2014
Nissan,X-trail,Automatic,Petrol,109000,2000,2014
Toyota,Harrier,Automatic,Petrol,35000,2000,2015
Toyota,Auris,Automatic,Petrol,90000,1200,2015
Toyota,Harrier,Automatic,Petrol,57000,2000,2015
Mazda,Axela,Automatic,Diesel,160000,2200,2014
Land rover,Freelander,Automatic,Diesel,109000,2200,2009
Toyota,Probox,Automatic,Petrol,120000,1490,2016
Mazda,Axela,Automatic,Diesel,123000,2200,2014
Mazda,Atenza,Automatic,Diesel,125000,2200,2014
Nissan,Murano,Automatic,Petrol,70000,2500,2014
Toyota,Harrier,Automatic,Petrol,65000,2000,2014
Toyota,Harrier,Automatic,Petrol,75000,2000,2014
Mazda,Cx-5,Automatic,Petrol,66000,2000,2014
Bmw,X3,Automatic,Diesel,81000,2000,2013
Toyota,Sienta,Automatic,Petrol,78000,1500,2013
Nissan,Atlas,Manual,Petrol,124000,2000,2011
Bmw,X3,Automatic,Petrol,101000,2000,2013
Toyota,Auris,Automatic,Petrol,35000,1800,2014
Nissan,Teana,Automatic,Petrol,60000,2500,2011
Mitsubishi,Outlander,Automatic,Petrol,49000,2000,2014
Toyota,Harrier,Automatic,Petrol,69000,2000,2014
Mazda,Cx-5,Automatic,Petrol,86000,2000,2014
Bmw,X1,Automatic,Petrol,53000,2000,2014
Volkswagen,Golf,Automatic,Petrol,131026,1200,2014
Toyota,Harrier,Automatic,Petrol,92000,2000,2015
Volkswagen,Tiguan,Automatic,Petrol,50000,1380,2014
Honda,Fit,Automatic,Petrol,87665,1500,2014
Toyota,Surf,Automatic,Petrol,290000,2700,2003
Toyota,Crown,Automatic,Petrol,125478,2500,2010
Toyota,Rav4,Automatic,Petrol,90000,2360,2014
Land rover,Range-rover,Manual,Petrol,101000,3500,1985
Toyota,Allion,Automatic,Petrol,45000,1800,2014
Subaru,Impreza,Manual,Petrol,56000,2000,2013
Suzuki,Swift,Automatic,Petrol,136000,1300,2011
Mazda,Atenza,Automatic,Diesel,152000,2200,2014
Toyota,Rush,Automatic,Petrol,20127,1500,2014
Honda,Fit,Automatic,Petrol,123215,1500,2014
Nissan,Caravan,Automatic,Petrol,241700,2000,2010
Mitsubishi,Galant,Automatic,Petrol,63000,2000,2009
Toyota,Hiace,Automatic,Diesel,161000,3000,2013
Nissan,Teana,Automatic,Petrol,84000,2500,2014
Volkswagen,Tiguan,Automatic,Petrol,88000,1400,2013
Mazda,Cx-5,Automatic,Petrol,105442,2200,2013
Toyota,Fielder,Automatic,Petrol,97000,1500,2015
Subaru,Forester,Automatic,Petrol,62000,2000,2014
Mazda,Cx-5,Automatic,Petrol,68000,2000,2014
Toyota,Vitz,Automatic,Petrol,98000,1300,2013
Subaru,Forester,Automatic,Petrol,87000,2000,2014
Mazda,Cx-5,Automatic,Petrol,34000,2000,2014
Nissan,Tiida,Automatic,Petrol,120000,1500,2008
Mazda,Atenza,Automatic,Diesel,86000,2200,2014
Mazda,Premacy,Automatic,Petrol,101000,2000,2013
Mitsubishi,Galant,Automatic,Petrol,37000,2000,2014
Nissan,Note,Automatic,Petrol,83000,1200,2013
Toyota,Auris,Automatic,Petrol,102000,1490,2013
Mazda,Verisa,Automatic,Diesel,138000,1500,2010
Toyota,Dyna,Manual,Diesel,121000,2800,2008
Bmw,X3,Automatic,Petrol,66200,2000,2013
Land rover,Defender,Manual,Diesel,123456,2500,1995
Toyota,Porte,Automatic,Petrol,150000,1300,2011
Mazda,Axela,Automatic,Petrol,76889,1600,2014
Toyota,Rav4,Automatic,Petrol,189998,2400,2006
Subaru,Forester,Automatic,Petrol,197775,2000,2007
Subaru,Forester,Automatic,Petrol,110000,1990,2013
Honda,Fit,Automatic,Petrol,77544,1500,2013
Toyota,Fielder,Automatic,Petrol,94000,1500,2014
Mercedes-benz,E240,Automatic,Petrol,152000,2600,2002
Volkswagen,Tiguan,Automatic,Petrol,59000,1400,2014
Volkswagen,Sharan,Automatic,Petrol,77000,2000,2013
Nissan,Note,Automatic,Petrol,108000,1200,2014
Toyota,Spade,Automatic,Petrol,87543,1500,2014
Toyota,Vanguard,Automatic,Petrol,62306,2400,2011
Subaru,Forester,Automatic,Petrol,95000,2000,2014
Toyota,Avensis,Automatic,Petrol,73000,2000,2014
Volkswagen,Tiguan,Automatic,Petrol,69000,1400,2013
Nissan,Serena,Automatic,Petrol,164000,2000,2013
Nissan,Juke,Automatic,Petrol,47000,1490,2014
Toyota,Auris,Automatic,Petrol,32000,1500,2014
Mazda,Axela,Automatic,Petrol,76895,1500,2014
Mazda,Atenza,Automatic,Diesel,87654,2200,2014
Nissan,Juke,Automatic,Petrol,71000,1500,2014
Toyota,Axio,Automatic,Petrol,40000,1490,2014
Mazda,Cx-5,Automatic,Diesel,49000,2200,2014
Toyota,Passo,Automatic,Petrol,83000,1000,2014
Volkswagen,Golf,Automatic,Petrol,78000,1400,2014
Bmw,X3,Automatic,Diesel,128000,2000,2013
Subaru,Impreza,Automatic,Petrol,87000,1500,2007
Mazda,Cx-5,Automatic,Diesel,44000,2200,2014
Nissan,Note,Automatic,Petrol,125674,1200,2014
Subaru,Impreza,Automatic,Petrol,76000,2000,2014
Toyota,Probox,Automatic,Petrol,165000,1300,2014
Toyota,Harrier,Automatic,Petrol,72000,2000,2014
Mazda,Premacy,Automatic,Petrol,50000,2000,2013
Mazda,Cx-5,Automatic,Petrol,67000,2000,2014
Honda,Stepwagon,Automatic,Petrol,180000,2000,2006
Toyota,Rav4,Automatic,Petrol,49000,2000,2014
Subaru,Forester,Automatic,Petrol,79000,1999,2014
Toyota,Harrier,Automatic,Petrol,56000,2000,2014
Mercedes-benz,C200,Automatic,Petrol,69000,1600,2015
Toyota,Hilux,Automatic,Diesel,71000,3000,2013
Toyota,Probox,Automatic,Petrol,69000,1500,2014
Toyota,Passo,Automatic,Petrol,75000,1000,2014
Toyota,Vitz,Automatic,Petrol,120000,1000,2013
Nissan,Advan,Automatic,Petrol,99000,1300,2007
Volkswagen,Golf,Automatic,Petrol,42000,1400,2013
Toyota,Vanguard,Automatic,Petrol,47000,2400,2014
Suzuki,Alto,Automatic,Petrol,72636,660,2015
Toyota,Hiace,Manual,Diesel,60000,3000,2013
Toyota,Rav4,Automatic,Petrol,16500,2000,2014
Toyota,Rush,Automatic,Petrol,65000,1500,2014
Toyota,Fielder,Automatic,Petrol,82004,1496,2014
Mazda,Cx-5,Automatic,Diesel,89000,2000,2013
Toyota,Fielder,Automatic,Petrol,121829,1490,2013
Toyota,Vitz,Automatic,Petrol,65000,1300,2013
Toyota,Vanguard,Automatic,Petrol,85000,2400,2010
Toyota,Hilux,Manual,Diesel,95000,3000,2013
Toyota,Sienta,Automatic,Petrol,76543,1500,2014
Mazda,Biante,Automatic,Petrol,68941,2000,2013
Bmw,X3,Automatic,Petrol,45300,2000,2014
Mazda,Cx-5,Automatic,Petrol,52000,2000,2014
Subaru,Impreza,Automatic,Petrol,79999,1600,2014
Mitsubishi,Galant,Automatic,Petrol,92000,1800,2013
Toyota,Voxy,Automatic,Petrol,85478,2000,2013
Toyota,Harrier,Automatic,Petrol,38000,2000,2014
Mazda,Cx-5,Automatic,Diesel,81521,2200,2014
Toyota,Hiace,Automatic,Diesel,88565,2982,2013
Subaru,Impreza,Automatic,Petrol,106000,2000,2014
Mazda,Demio,Automatic,Petrol,87643,1300,2014
Toyota,Rush,Automatic,Petrol,114000,1490,2013
Honda,Fit,Automatic,Petrol,90000,1330,2012
Land rover,Freelander,Automatic,Diesel,80120,2200,2007
Mercedes-benz,C180,Automatic,Petrol,31600,1600,2014
Toyota,Succeed,Automatic,Petrol,118000,1500,2014
Honda,Fit,Automatic,Petrol,102900,1300,2013
Toyota,Fielder,Automatic,Petrol,82000,1500,2016
Mercedes-benz,B180,Automatic,Petrol,39000,1600,2014
Suzuki,Swift,Automatic,Petrol,76554,1300,2014
Mazda,Demio,Automatic,Petrol,118680,1300,2011
Toyota,Vitz,Automatic,Petrol,100000,1320,2013
Toyota,Fielder,Automatic,Petrol,69000,1500,2015
Toyota,Rush,Automatic,Petrol,89000,1500,2013
Toyota,Vitz,Automatic,Petrol,90000,1300,2013
Toyota,Passo,Automatic,Petrol,138000,1000,2013
Nissan,Serena,Automatic,Petrol,122000,2000,2013
Toyota,Vitz,Automatic,Petrol,82000,1300,2014
Subaru,Legacy,Automatic,Petrol,64594,2500,2013
Toyota,Noah,Automatic,Petrol,94588,2000,2014
Mazda,Atenza,Automatic,Diesel,87654,2200,2013
Nissan,Note,Automatic,Petrol,87000,1200,2013
Toyota,Spade,Automatic,Petrol,95624,1500,2014
Nissan,Note,Automatic,Petrol,78000,1200,2014
Mercedes-benz,E200,Automatic,Petrol,38000,2000,2013
Toyota,Fielder,Automatic,Petrol,46000,1500,2014
Toyota,Hilux,Automatic,Diesel,81000,3000,2014
Toyota,Isis,Automatic,Petrol,84478,1800,2013
Nissan,Juke,Automatic,Petrol,28000,1500,2014
Volkswagen,Passat,Automatic,Petrol,62000,1380,2014
Nissan,Dualis,Automatic,Petrol,89000,1990,2013
Volkswagen,Tiguan,Automatic,Petrol,80898,1380,2013
Toyota,Vitz,Automatic,Petrol,60000,1300,2014
Toyota,Mark x,Automatic,Petrol,76000,2500,2014
Toyota,Axio,Automatic,Petrol,29000,1500,2014
Toyota,Hilux,Automatic,Diesel,82791,2400,2013
Toyota,Axio,Automatic,Petrol,80000,1500,2014
Toyota,Probox,Automatic,Petrol,115000,1500,2014
Toyota,Crown,Automatic,Petrol,55000,2500,2013
Volkswagen,Tiguan,Automatic,Petrol,52000,1400,2013
Toyota,Allion,Automatic,Petrol,45000,2000,2014
Subaru,Outback,Automatic,Petrol,112000,2500,2010
Toyota,Vitz,Automatic,Petrol,64000,1300,2014
Toyota,Wish,Automatic,Petrol,45000,1800,2014
Toyota,Hiace,Automatic,Petrol,99000,2000,2013
Toyota,Aqua,Automatic,Petrol,49786,1500,2013
Toyota,Allion,Automatic,Petrol,115063,1500,2013
Toyota,Rav4,Automatic,Petrol,39800,2400,2014
Nissan,March,Automatic,Petrol,57000,1200,2013
Honda,Fit,Automatic,Petrol,77000,1300,2014
Nissan,Sylphy,Automatic,Petrol,161081,2000,2012
Toyota,Ractis,Automatic,Petrol,32000,1500,2012
Toyota,Voxy,Automatic,Petrol,96115,2000,2013
Toyota,Probox,Automatic,Petrol,94000,1300,2016
Mazda,Axela,Automatic,Petrol,80000,1500,2014
Honda,Accord,Automatic,Petrol,122000,2000,2013
Mazda,Atenza,Automatic,Diesel,78000,2200,2014
Toyota,Rush,Automatic,Petrol,72000,1500,2013
Mazda,Atenza,Automatic,Petrol,131000,2000,2013
Toyota,Axio,Automatic,Petrol,76000,1496,2013
Bmw,320i,Automatic,Petrol,85000,2000,2012
Nissan,March,Automatic,Petrol,43000,1200,2013
Toyota,Allion,Automatic,Petrol,126000,1500,2002
Toyota,Estima,Automatic,Petrol,150000,2360,2012
Toyota,Voxy,Automatic,Petrol,50000,2000,2013
Suzuki,Alto,Automatic,Petrol,72066,660,2013
Toyota,Probox,Automatic,Petrol,95000,1300,2016
Toyota,Mark x,Automatic,Petrol,98000,2500,2012
Volkswagen,Touareg,Automatic,Diesel,115000,3000,2008
Mazda,Axela,Automatic,Petrol,121000,1500,2014
Toyota,Spade,Automatic,Petrol,100000,1500,2012
Toyota,Wish,Automatic,Petrol,157000,1800,2012
Mazda,Demio,Automatic,Petrol,73000,1300,2014
Toyota,Probox,Automatic,Petrol,93000,1300,2016
Mercedes-benz,C200,Automatic,Petrol,53000,1800,2014
Mazda,Cx-5,Automatic,Petrol,109000,2000,2012
Toyota,Prius,Automatic,Petrol,130000,1800,2010
Nissan,Note,Automatic,Petrol,102000,1200,2014
Toyota,Hiace,Manual,Diesel,61000,2000,2014
Toyota,Rumion,Automatic,Petrol,85331,1500,2013
Toyota,Townace,Automatic,Petrol,121121,1500,2012
Toyota,Harrier,Automatic,Petrol,119000,2400,2010
Honda,Vezel-hr-v,Automatic,Petrol,34562,1500,2014
Subaru,Outback,Automatic,Petrol,89000,2495,2014
Volkswagen,Passat,Automatic,Petrol,77932,1400,2013
Honda,Fit,Automatic,Petrol,140000,1500,2012
Suzuki,Swift,Automatic,Petrol,96000,1200,2014
Toyota,Crown,Automatic,Petrol,139999,2400,2013
Toyota,Harrier,Automatic,Petrol,34000,2000,2014
Toyota,Noah,Automatic,Petrol,127000,2000,2013
Toyota,Vitz,Automatic,Petrol,87000,1300,2010
Toyota,Porte,Automatic,Petrol,103000,1320,2014
Volkswagen,Touran,Automatic,Petrol,122000,1400,2011
Toyota,Noah,Automatic,Petrol,123456,2000,2009
Toyota,Voxy,Automatic,Petrol,50000,2000,2013
Mazda,Demio,Automatic,Petrol,68420,1300,2012
Honda,Fit,Automatic,Petrol,74000,1300,2013
Nissan,Wingroad,Automatic,Petrol,76895,1500,2013
Toyota,Hiace,Automatic,Petrol,145000,2000,2011
Nissan,Sylphy,Automatic,Petrol,45239,1800,2013
Subaru,Forester,Automatic,Petrol,145000,2000,2008
Toyota,Auris,Automatic,Petrol,124000,1800,2010
Toyota,Hiace,Manual,Diesel,65000,3000,2013
Toyota,Hiace,Automatic,Petrol,291900,1990,2008
Toyota,Vellfire,Automatic,Petrol,43000,2400,2014
Mercedes-benz,E300,Automatic,Petrol,80000,3000,2009
Toyota,Hilux,Manual,Diesel,92388,2494,2013
Toyota,Belta,Automatic,Petrol,80000,1298,2012
Mitsubishi,Pajero,Automatic,Petrol,95000,3000,2011
Mercedes-benz,E200,Automatic,Petrol,101000,1800,2004
Mercedes-benz,C200,Automatic,Petrol,123456,1800,2011
Volkswagen,Tiguan,Automatic,Petrol,64000,1400,2013
Toyota,Vitz,Automatic,Petrol,29700,1300,2014
Subaru,Outback,Automatic,Petrol,72000,2500,2013
Mercedes-benz,C200,Automatic,Petrol,26400,1800,2014
Volkswagen,Polo,Automatic,Petrol,44350,1200,2012
Toyota,Avensis,Automatic,Petrol,28000,2000,2014
Toyota,Voxy,Automatic,Petrol,86811,2000,2013
Bmw,535i,Automatic,Petrol,77000,3000,2013
Volkswagen,Tiguan,Automatic,Petrol,103000,2000,2013
Toyota,Premio,Automatic,Petrol,44000,1800,2013
Honda,Accord,Automatic,Petrol,123000,2000,2013
Toyota,Mark x,Automatic,Petrol,104000,2500,2012
Honda,Fit,Automatic,Petrol,36000,1500,2014
Toyota,Land cruiser,Automatic,Diesel,191457,3000,2006
Toyota,Hilux,Manual,Diesel,68000,3000,2015
Toyota,Noah,Automatic,Petrol,51000,2000,2013
Subaru,Outback,Automatic,Petrol,118000,2500,2012
Toyota,Land cruiser,Automatic,Diesel,165000,3000,2004
Toyota,Probox,Automatic,Petrol,74000,1300,2016
Mercedes-benz,E250,Automatic,Petrol,94000,1800,2012
Mitsubishi,Galant,Automatic,Petrol,85000,1800,2014
Toyota,Hiace,Automatic,Petrol,150000,2000,2013
Toyota,Land cruiser,Automatic,Petrol,87000,2700,2011
Toyota,Alphard,Automatic,Petrol,115678,2400,2013
Toyota,Voxy,Automatic,Petrol,87653,2000,2014
Mercedes-benz,C200,Automatic,Petrol,109000,1800,2013
Mazda,Bongo,Automatic,Petrol,64844,1790,2013
Subaru,Forester,Automatic,Petrol,52000,2000,2013
Toyota,Hiace,Automatic,Diesel,101000,2500,2013
Nissan,Murano,Automatic,Petrol,119000,2480,2013
Toyota,Rav4,Automatic,Petrol,46143,2400,2016
Toyota,Axio,Automatic,Petrol,93000,1500,2007
Subaru,Legacy,Manual,Petrol,79000,2000,2007
Toyota,Vitz,Automatic,Petrol,37000,1300,2014
Subaru,Impreza,Automatic,Petrol,101000,2000,2012
Mazda,Demio,Automatic,Petrol,72672,1300,2013
Mercedes-benz,E300,Automatic,Petrol,43299,3000,2012
Toyota,Fielder,Automatic,Petrol,112000,1500,2008
Toyota,Allion,Automatic,Petrol,153000,1500,2007
Mercedes-benz,E250,Automatic,Petrol,50000,1800,2013
Honda,Fit,Automatic,Petrol,36000,1300,2012
Bmw,320i,Automatic,Petrol,83000,2000,2012
Nissan,Dualis,Automatic,Petrol,138500,1990,2009
Subaru,Outback,Automatic,Petrol,66000,2500,2010
Nissan,Note,Automatic,Petrol,59508,1198,2014
Mitsubishi,Outlander,Automatic,Petrol,190000,2400,2007
Mazda,Demio,Automatic,Petrol,72672,1300,2013
Toyota,Auris,Automatic,Petrol,48000,1500,2013
Toyota,Harrier,Automatic,Petrol,131120,2400,2006
Toyota,Auris,Automatic,Petrol,140000,1800,2013
Mitsubishi,Outlander,Automatic,Petrol,88000,2000,2014
Nissan,X-trail,Automatic,Petrol,126281,2000,2002
Subaru,Impreza,Automatic,Petrol,131000,1600,2012
Toyota,Axio,Automatic,Petrol,64000,1300,2012
Nissan,Juke,Automatic,Petrol,88000,1500,2012
Toyota,Axio,Automatic,Petrol,73196,1500,2012
Mercedes-benz,B180,Automatic,Petrol,61000,1590,2013
Toyota,Hilux,Automatic,Petrol,181000,3000,2011
Honda,Fit,Automatic,Petrol,73000,1300,2013
Nissan,Note,Automatic,Petrol,54000,1200,2012
Toyota,Land cruiser prado,Automatic,Diesel,121000,3000,2003
Mazda,Bongo,Automatic,Petrol,189000,1800,2010
Toyota,Hilux,Manual,Diesel,150000,2500,2009
Toyota,Fielder,Automatic,Petrol,113000,1500,2016
Nissan,Tiida,Automatic,Petrol,43000,1200,2013
Mercedes-benz,C180,Automatic,Petrol,53000,1800,2014
Subaru,Legacy,Automatic,Petrol,114000,2500,2012
Mazda,Axela,Automatic,Petrol,19999,1500,2013
Toyota,Voxy,Automatic,Petrol,123868,2000,2007
Toyota,Isis,Automatic,Petrol,160000,1800,2009
Subaru,Outback,Automatic,Petrol,50000,2500,2013
Toyota,Rav4,Automatic,Petrol,214998,2400,2007
Toyota,Hilux,Manual,Diesel,96000,2500,2014
Nissan,Lafesta,Automatic,Petrol,78000,2000,2012
Volkswagen,Golf,Automatic,Petrol,90000,1200,2012
Mercedes-benz,C200,Automatic,Petrol,80000,1800,2007
Bmw,320i,Automatic,Petrol,60000,2000,2012
Toyota,Land cruiser,Automatic,Diesel,120000,3000,2006
Bmw,320i,Automatic,Petrol,40000,2000,2012
Toyota,Rav4,Automatic,Petrol,125000,2400,2007
Toyota,Ist,Automatic,Petrol,145000,1300,2005
Mercedes-benz,E200,Automatic,Petrol,46000,2000,2013
Nissan,X-trail,Automatic,Petrol,145000,2000,2004
Toyota,Mark x,Automatic,Petrol,105000,2400,2012
Toyota,Crown,Automatic,Petrol,85000,2500,2012
Toyota,Premio,Automatic,Petrol,107400,1800,2008
Honda,Fit,Automatic,Petrol,154000,1300,2010
Nissan,Tiida,Automatic,Petrol,143000,1500,2010
Mazda,Bongo,Manual,Petrol,158000,1800,2013
Bmw,320i,Automatic,Petrol,61000,2000,2012
Toyota,Hilux,Manual,Diesel,81000,2500,2014
Toyota,Harrier,Automatic,Petrol,38000,1500,2013
Nissan,Bluebird,Automatic,Petrol,154000,2000,2007
Toyota,Hilux,Manual,Diesel,170000,2500,2008
Bmw,X5,Automatic,Diesel,140000,3500,2008
Nissan,Navara,Manual,Diesel,177000,3000,2007
Toyota,Ist,Automatic,Petrol,152000,1300,2006
